Module	Section	Sample Name	Source
Bamtools	stats	CHH11687	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH11687/CHH11687.bamtools_stats_data.txt
Bamtools	stats	CHH11686	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH11686/CHH11686.bamtools_stats_data.txt
Bamtools	stats	CHH7184	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7184/CHH7184.bamtools_stats_data.txt
Bamtools	stats	CHH6739	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6739/CHH6739.bamtools_stats_data.txt
Bamtools	stats	CHH7186	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7186/CHH7186.bamtools_stats_data.txt
Bamtools	stats	CHH7187	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7187/CHH7187.bamtools_stats_data.txt
Bamtools	stats	CHH7180	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7180/CHH7180.bamtools_stats_data.txt
Bamtools	stats	CHH7202	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7202/CHH7202.bamtools_stats_data.txt
Bamtools	stats	CHH7201	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7201/CHH7201.bamtools_stats_data.txt
Bamtools	stats	CHH6536	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6536/CHH6536.bamtools_stats_data.txt
Bamtools	stats	CHH6537	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6537/CHH6537.bamtools_stats_data.txt
Bamtools	stats	CHH26778	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26778/CHH26778.bamtools_stats_data.txt
Bamtools	stats	CHH7188	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7188/CHH7188.bamtools_stats_data.txt
Bamtools	stats	CHH7179	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7179/CHH7179.bamtools_stats_data.txt
Bamtools	stats	CHH26784	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26784/CHH26784.bamtools_stats_data.txt
Bamtools	stats	CHH6317	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6317/CHH6317.bamtools_stats_data.txt
Bamtools	stats	CHH7174	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7174/CHH7174.bamtools_stats_data.txt
Bamtools	stats	CHH7177	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7177/CHH7177.bamtools_stats_data.txt
Bamtools	stats	CHH7176	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7176/CHH7176.bamtools_stats_data.txt
Bamtools	stats	CHH7171	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7171/CHH7171.bamtools_stats_data.txt
Bamtools	stats	CHH7170	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7170/CHH7170.bamtools_stats_data.txt
Bamtools	stats	CHH6745	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6745/CHH6745.bamtools_stats_data.txt
Bamtools	stats	CHH11657	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH11657/CHH11657.bamtools_stats_data.txt
Bamtools	stats	CHH10898	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10898/CHH10898.bamtools_stats_data.txt
Bamtools	stats	CHH6316	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6316/CHH6316.bamtools_stats_data.txt
Bamtools	stats	CHH6312	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6312/CHH6312.bamtools_stats_data.txt
Bamtools	stats	CHH10897	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10897/CHH10897.bamtools_stats_data.txt
Bamtools	stats	CHH10896	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10896/CHH10896.bamtools_stats_data.txt
Bamtools	stats	CHH7182	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7182/CHH7182.bamtools_stats_data.txt
Bamtools	stats	CHH7197	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7197/CHH7197.bamtools_stats_data.txt
Bamtools	stats	CHH7196	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7196/CHH7196.bamtools_stats_data.txt
Bamtools	stats	CHH7194	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7194/CHH7194.bamtools_stats_data.txt
Bamtools	stats	CHH7193	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7193/CHH7193.bamtools_stats_data.txt
Bamtools	stats	CHH7191	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7191/CHH7191.bamtools_stats_data.txt
Bamtools	stats	CHH26782	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26782/CHH26782.bamtools_stats_data.txt
Bamtools	stats	CHH26783	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26783/CHH26783.bamtools_stats_data.txt
Bamtools	stats	CHH7199	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7199/CHH7199.bamtools_stats_data.txt
Bamtools	stats	CHH7198	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7198/CHH7198.bamtools_stats_data.txt
Bamtools	stats	CHH7185	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7185/CHH7185.bamtools_stats_data.txt
Bamtools	stats	CHH10901	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10901/CHH10901.bamtools_stats_data.txt
Bamtools	stats	CHH10900	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10900/CHH10900.bamtools_stats_data.txt
Bamtools	stats	CHH10903	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10903/CHH10903.bamtools_stats_data.txt
Bamtools	stats	CHH10902	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10902/CHH10902.bamtools_stats_data.txt
Bamtools	stats	CHH10904	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10904/CHH10904.bamtools_stats_data.txt
Bamtools	stats	CHH6742	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6742/CHH6742.bamtools_stats_data.txt
Bamtools	stats	CHH7173	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7173/CHH7173.bamtools_stats_data.txt
Bamtools	stats	CHH26777	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26777/CHH26777.bamtools_stats_data.txt
Bamtools	stats	CHH26776	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26776/CHH26776.bamtools_stats_data.txt
Samtools	flagstat	CHH6538	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6538/CHH6538.samtools_flagstat.txt
Samtools	flagstat	CHH11687	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH11687/CHH11687.samtools_flagstat.txt
Samtools	flagstat	CHH11686	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH11686/CHH11686.samtools_flagstat.txt
Samtools	flagstat	CHH7184	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7184/CHH7184.samtools_flagstat.txt
Samtools	flagstat	CHH6739	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6739/CHH6739.samtools_flagstat.txt
Samtools	flagstat	CHH7186	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7186/CHH7186.samtools_flagstat.txt
Samtools	flagstat	CHH7187	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7187/CHH7187.samtools_flagstat.txt
Samtools	flagstat	CHH7180	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7180/CHH7180.samtools_flagstat.txt
Samtools	flagstat	CHH7202	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7202/CHH7202.samtools_flagstat.txt
Samtools	flagstat	CHH7201	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7201/CHH7201.samtools_flagstat.txt
Samtools	flagstat	CHH6536	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6536/CHH6536.samtools_flagstat.txt
Samtools	flagstat	CHH6537	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6537/CHH6537.samtools_flagstat.txt
Samtools	flagstat	CHH26778	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26778/CHH26778.samtools_flagstat.txt
Samtools	flagstat	CHH7188	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7188/CHH7188.samtools_flagstat.txt
Samtools	flagstat	CHH7179	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7179/CHH7179.samtools_flagstat.txt
Samtools	flagstat	CHH26784	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26784/CHH26784.samtools_flagstat.txt
Samtools	flagstat	CHH6317	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6317/CHH6317.samtools_flagstat.txt
Samtools	flagstat	CHH7174	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7174/CHH7174.samtools_flagstat.txt
Samtools	flagstat	CHH7177	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7177/CHH7177.samtools_flagstat.txt
Samtools	flagstat	CHH7176	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7176/CHH7176.samtools_flagstat.txt
Samtools	flagstat	CHH7171	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7171/CHH7171.samtools_flagstat.txt
Samtools	flagstat	CHH7170	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7170/CHH7170.samtools_flagstat.txt
Samtools	flagstat	CHH6745	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6745/CHH6745.samtools_flagstat.txt
Samtools	flagstat	CHH11657	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH11657/CHH11657.samtools_flagstat.txt
Samtools	flagstat	CHH10898	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10898/CHH10898.samtools_flagstat.txt
Samtools	flagstat	CHH6316	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6316/CHH6316.samtools_flagstat.txt
Samtools	flagstat	CHH6312	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH6312/CHH6312.samtools_flagstat.txt
Samtools	flagstat	CHH10897	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10897/CHH10897.samtools_flagstat.txt
Samtools	flagstat	CHH10896	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10896/CHH10896.samtools_flagstat.txt
Samtools	flagstat	CHH7182	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7182/CHH7182.samtools_flagstat.txt
Samtools	flagstat	CHH7197	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7197/CHH7197.samtools_flagstat.txt
Samtools	flagstat	CHH7196	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7196/CHH7196.samtools_flagstat.txt
Samtools	flagstat	CHH7194	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7194/CHH7194.samtools_flagstat.txt
Samtools	flagstat	CHH7193	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7193/CHH7193.samtools_flagstat.txt
Samtools	flagstat	CHH7191	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7191/CHH7191.samtools_flagstat.txt
Samtools	flagstat	CHH26782	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26782/CHH26782.samtools_flagstat.txt
Samtools	flagstat	CHH26783	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH26783/CHH26783.samtools_flagstat.txt
Samtools	flagstat	CHH7199	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7199/CHH7199.samtools_flagstat.txt
Samtools	flagstat	CHH7198	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7198/CHH7198.samtools_flagstat.txt
Samtools	flagstat	CHH7185	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH7185/CHH7185.samtools_flagstat.txt
Samtools	flagstat	CHH10901	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10901/CHH10901.samtools_flagstat.txt
Samtools	flagstat	CHH10900	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2017_Data/CHH10900/CHH10900.samtools_flagstat.txt
