Module	Section	Sample Name	Source
FastQC	all_sections	CHH11667	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_209/CHH11667/HS003-PE-R00193_AC6LWTACXX.CHH11667_CGATGT_L005_R2_fastqc.zip
FastQC	all_sections	CHH11666	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_08_47_726/CHH11666/HS003-PE-R00196_BC6MM4ACXX.CHH11666_CCGTCC_L006_R1_fastqc.zip
FastQC	all_sections	CHH11665	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_209/CHH11665/HS003-PE-R00196_BC6MM4ACXX.CHH11665_ATGTCA_L006_R2_fastqc.zip
FastQC	all_sections	CHH11664	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_209/CHH11664/HS003-PE-R00196_BC6MM4ACXX.CHH11664_AGTCAA_L006_R2_fastqc.zip
FastQC	all_sections	CHH11669	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_209/CHH11669/HS003-PE-R00193_AC6LWTACXX.CHH11669_GCCAAT_L005_R2_fastqc.zip
FastQC	all_sections	CHH11668	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_209/CHH11668/HS003-PE-R00193_AC6LWTACXX.CHH11668_TGACCA_L005_R2_fastqc.zip
FastQC	all_sections	CHH10085	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_797/CHH10085/HS003-PE-R00176_BC5YRLACXX.CHH10085_CCGTCC_L002_R1_fastqc.zip
FastQC	all_sections	CHH11656	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_108/CHH11656/HS003-PE-R00194_BC6LTCACXX.CHH11656_TGACCA_L007_R2_fastqc.zip
FastQC	all_sections	CHH11657	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_522/CHH11657/HS003-PE-R00194_BC6LTCACXX.CHH11657_GCCAAT_L007_R1_fastqc.zip
FastQC	all_sections	CHH11655	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_108/CHH11655/HS003-PE-R00194_BC6LTCACXX.CHH11655_CGATGT_L007_R1_fastqc.zip
FastQC	all_sections	CHH11658	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_522/CHH11658/HS003-PE-R00193_AC6LWTACXX.CHH11658_ACAGTG_L002_R2_fastqc.zip
FastQC	all_sections	CHH11659	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_522/CHH11659/HS003-PE-R00193_AC6LWTACXX.CHH11659_CAGATC_L002_R2_fastqc.zip
FastQC	all_sections	CHH13742	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_315/CHH13742/HS003-PE-R00204_BC724MACXX.CHH13742_CAGATC_L005_R1_fastqc.zip
FastQC	all_sections	CHH13743	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_315/CHH13743/HS003-PE-R00204_BC724MACXX.CHH13743_GTCCGC_L005_R2_fastqc.zip
FastQC	all_sections	CHH13740	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_315/CHH13740/HS003-PE-R00204_BC724MACXX.CHH13740_GCCAAT_L004_R1_fastqc.zip
FastQC	all_sections	CHH13741	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_08_47_868/CHH13741/HS003-PE-R00204_BC724MACXX.CHH13741_ACAGTG_L005_R2_fastqc.zip
FastQC	all_sections	CHH13746	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_884/CHH13746/HS003-PE-R00204_BC724MACXX.CHH13746_GTGAAA_L006_R1_fastqc.zip
FastQC	all_sections	CHH13747	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_884/CHH13747/HS006-PE-R00009_BH2J5NBBXX.CHH13747-AGTCAA_S49_L007_R1_fastqc.zip
FastQC	all_sections	CHH13744	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_884/CHH13744/HS003-PE-R00204_BC724MACXX.CHH13744_CTTGTA_L006_R1_fastqc.zip
FastQC	all_sections	CHH13745	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_08_47_868/CHH13745/HS003-PE-R00204_BC724MACXX.CHH13745_AGTTCC_L006_R1_fastqc.zip
FastQC	all_sections	CHH13748	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_884/CHH13748/HS006-PE-R00009_BH2J5NBBXX.CHH13748-ATGTCA_S50_L007_R2_fastqc.zip
FastQC	all_sections	CHH13749	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_06_44_884/CHH13749/HS003-PE-R00204_BC724MACXX.CHH13749_CCGTCC_L007_R1_fastqc.zip
FastQC	all_sections	CHH10858	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/FASTQC_Files/2017_06_27_12_04_40_797/CHH10858/HS001-PE-R00180_AHB1C2ADXX.CHH10858_ACGTG_L002_R2_fastqc.zip
