Module	Section	Sample Name	Source																					
QualiMap	mapped_gc_distribution	SampID_6320	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6320/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_6743	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6743/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_10895	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10895/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_10894	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10894/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_6741	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6741/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_6740	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6740/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_6319	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6319/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_6744	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6744/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	mapped_gc_distribution	SampID_6737	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6737/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt																					
QualiMap	insert_size_histogram	SampID_11678	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11678/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6738	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6738/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_11677	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11677/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_13726	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13726/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6321	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6321/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_11676	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11676/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_13727	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13727/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_10893	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10893/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_13728	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13728/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6320	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6320/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6743	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6743/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_10895	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10895/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_10894	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10894/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6741	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6741/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6740	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6740/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6319	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6319/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6744	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6744/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	insert_size_histogram	SampID_6737	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6737/raw_data_qualimapReport/insert_size_histogram.txt																					
QualiMap	genome_results	SampID_6741	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6741/genome_results.txt																					
QualiMap	genome_results	SampID_11676	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11676/genome_results.txt																					
QualiMap	genome_results	SampID_11678	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11678/genome_results.txt																					
QualiMap	genome_results	SampID_10895	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10895/genome_results.txt																					
QualiMap	genome_results	SampID_6743	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6743/genome_results.txt																					
QualiMap	genome_results	SampID_6321	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6321/genome_results.txt																					
QualiMap	genome_results	SampID_10894	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10894/genome_results.txt																					
QualiMap	genome_results	SampID_6740	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6740/genome_results.txt																					
QualiMap	genome_results	SampID_6744	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6744/genome_results.txt																					
QualiMap	genome_results	SampID_6738	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6738/genome_results.txt																					
QualiMap	genome_results	SampID_13727	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13727/genome_results.txt																					
QualiMap	genome_results	SampID_6737	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6737/genome_results.txt																					
QualiMap	genome_results	SampID_13726	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13726/genome_results.txt																					
QualiMap	genome_results	SampID_11677	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11677/genome_results.txt																					
QualiMap	genome_results	SampID_6320	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6320/genome_results.txt																					
QualiMap	genome_results	SampID_13728	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13728/genome_results.txt																					
QualiMap	genome_results	SampID_6319	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6319/genome_results.txt																					
QualiMap	genome_results	SampID_10893	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10893/genome_results.txt																					
QualiMap	coverage_histogram	SampID_11678	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11678/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6738	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6738/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_11677	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11677/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_13726	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13726/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6321	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6321/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_11676	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_11676/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_13727	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13727/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_10893	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10893/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_13728	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_13728/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6320	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6320/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6743	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6743/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_10895	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10895/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_10894	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_10894/raw_data_qualimapReport/coverage_histogram.txt																					
QualiMap	coverage_histogram	SampID_6741	/mnt/seq/polarisbioit/PolarisPool/SUREkids_data/MultiQC_Results/2016_Data/SampID_6741/raw_data_qualimapReport/coverage_histogram.txt																					
